audit;supplier;test_name;purpose;description;actions;nist800-53_ref;risk_level;authors
repo;cisco-ios;routing_defref_set.cisco-ios.gawk;check if <routing> definitions are referenced and references are defined;route-maps or prefix-lists defined but not referenced (or vice versa) indicate dead configuration and potential routing inconsistencies;remove unused route-maps and prefix-lists or fix missing references (please refer to engineering/operations guidelines for further information);sc-7 | system and communications protection | ensure boundary protection is configured;high | info;cedric llorens
repo;cisco-ios;snmp_v1v2forbidcommunity_notset.cisco-ios.gawk;check if <snmp v1v2 forbidden communities> are not set;default or trivial snmp community strings (public, private) can be easily guessed and allow unauthorized device access;remove forbidden community strings and replace with non-trivial values or migrate to snmp v3 (please refer to engineering/operations guidelines for further information);ac-3 | access control | ensure access enforcement is configured;high;cedric llorens
repo;cisco-ios;snmp_v1v2_notset.cisco-ios.gawk;check if <snmp v1v2> is not set;snmp v1 and v2c use clear-text community strings and lack strong authentication and encryption;disable snmp v1/v2c community strings and migrate to snmp v3 (please refer to engineering/operations guidelines for further information);ac-3 | access control | ensure access enforcement is configured;high;cedric llorens
repo;cisco-ios;snmp_v1v2rw_notset.cisco-ios.gawk;check if <snmp v1v2 rw> is not set;snmp v1/v2c read-write community string allows unauthorized configuration changes to the device;remove rw community strings and use read-only community or migrate to snmp v3 (please refer to engineering/operations guidelines for further information);ac-3 | access control | ensure access enforcement is configured;high;cedric llorens
repo;cisco-ios;snmp_v3groupdefref_set.cisco-ios.gawk;check if <snmp v3 group> definitions are referenced and references are defined;snmp v3 groups defined but not referenced by users (or vice versa) indicate configuration inconsistencies;ensure all snmp v3 group definitions are used by a user and all user group references have a matching group definition (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high | info;cedric llorens
repo;cisco-ios;snmp_v3group_set.cisco-ios.gawk;check if <snmp v3 group priv> is set;missing snmp v3 group with priv security level means snmp v3 authentication and encryption are not enforced at the group level, weakening snmp access control;configure <snmp-server group> with v3 priv to enforce both authentication and encryption for all snmp v3 access (please refer to engineering/operations guidelines for further information);ia-2 | identification and authentication | ensure unique identification and authentication of organizational users is configured;high;cedric llorens
repo;cisco-ios;snmp_v3host_set.cisco-ios.gawk;check if <snmp v3 host> is set;missing snmp v3 trap host configuration means security events and traps may not be forwarded to the monitoring system;set <snmp-server host> with snmp v3 credentials pointing to the monitoring trap receiver (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high;cedric llorens
repo;cisco-ios;snmp_v3noauthnopriv_notset.cisco-ios.gawk;check if <snmp v3 group noauth> is not set;snmp v3 group configured with noauth uses noauthnopriv security level, meaning no authentication and no encryption, equivalent to snmp v1/v2 security;remove <snmp-server group> with noauth and reconfigure using priv security level to enforce authentication and encryption (please refer to engineering/operations guidelines for further information);ia-2 | identification and authentication | ensure unique identification and authentication of organizational users is configured;high;cedric llorens
repo;cisco-ios;snmp_v3user_set.cisco-ios.gawk;check if <snmp v3 user> is set;missing snmp v3 user with auth and priv means snmp v3 authentication and encryption are not properly configured;set <snmp-server user> with proper auth and priv settings (please refer to engineering/operations guidelines for further information);ia-2 | identification and authentication | ensure unique identification and authentication of organizational users is configured;high;cedric llorens
repo;cisco-ios;snmp_viewdefref_set.cisco-ios.gawk;check if <snmp view> definitions are referenced and references are defined;snmp views defined but not referenced in groups (or vice versa) indicate configuration inconsistencies;ensure all snmp view definitions are used in a group and all group view references have a matching view definition (please refer to engineering/operations guidelines for further information);si-2 | system and information integrity | ensure flaw remediation and patching is configured;high | info;cedric llorens
